isomer_ID,Fucosylated,Acidic,Neutral,Basic Core Type,isomer_name,Hex,HexNAc,Fuc,Neu5Ac,isomer_suffix,Neu5Gc,CoreType_1,CoreType_2,has_linkage,has_Neu5Gc
3_1_0_1_0a,1,,1,"Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc (LST a)",3,1,0,1,"a  ",0,1,,1,
3_1_0_2_0a,,1,,1,"Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc (DSLNT)",3,1,0,2,"a  ",0,1,,1,
3_1_1_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc (LNFP I)",3,1,1,0,"a  ",0,1,,1,
3_1_1_0_0b,1,,1,1,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc (LNFP II)",3,1,1,0,"b  ",0,1,,1,
3_1_1_0_0e,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc (LNFP V)",3,1,1,0,"e  ",0,1,,1,
1_1_0_1_0c,,1,,,Hex+HexNAc+Neu5Ac,1,1,0,1,"c  ",0,,,,
1_1_0_1_0d,,1,,,Hex+HexNAc+Neu5Ac,1,1,0,1,"d  ",0,,,,
1_1_0_1_0e,,1,,,Hex+HexNAc+Neu5Ac,1,1,0,1,"e  ",0,,,,
3_1_1_1_0e,1,1,,1,"Neu5Ac+Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc (S LNFP II)",3,1,1,1,"e  ",0,1,,1,
3_1_1_1_0g,1,1,,1,"Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc (F-LSTa)",3,1,1,1,"g  ",0,1,,1,
1_1_0_1_0h,,1,,,Hex+HexNAc+Neu5Ac,1,1,0,1,"h  ",0,,,,
1_1_0_1_0i,,1,,,Hex+HexNAc+Neu5Ac,1,1,0,1,"i  ",0,,,,
1_1_0_1_0j,,1,,,Hex+HexNAc+Neu5Ac,1,1,0,1,"j  ",0,,,,
3_1_1_1_0h,1,1,,1,"Fuc(a1-2)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc (F-LSTb)",3,1,1,1,"h  ",0,1,,1,
1_1_0_2_0b,,1,,,Hex+HexNAc+2Neu5Ac,1,1,0,2,"b  ",0,,,,
1_1_0_2_0c,,1,,,Hex+HexNAc+2Neu5Ac,1,1,0,2,"c  ",0,,,,
3_1_1_2_0a,1,1,,1,"Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)][Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc (DS-LNF II or FDS-LNT I)",3,1,1,2,"a  ",0,1,,1,
1_1_1_0_0b,1,,1,,Hex+HexNAc+Fuc,1,1,1,0,"b  ",0,,,,
1_1_1_0_0c,1,,1,,Hex+HexNAc+Fuc,1,1,1,0,"c  ",0,,,,
3_1_1_2_0b,1,1,,1,"Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc (DS-LNF V or FFDS-LNT II)",3,1,1,2,"b  ",0,1,,1,
3_1_2_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-4)]Gal(b1-4)Glc(LNDFH I)",3,1,2,0,"a  ",0,1,,1,
1_1_1_1_0b,1,1,,,Hex+HexNAc+Fuc+Neu5Ac,1,1,1,1,"b  ",0,,,,
1_1_2_0_0a,1,,1,,Hex+HexNAc+2Fuc,1,1,2,0,"a  ",0,,,,
1_2_0_0_0a,,,1,,Hex+2HexNAc,1,2,0,0,"a  ",0,,,,
1_2_0_0_0b,,,1,,Hex+2HexNAc,1,2,0,0,"b  ",0,,,,
1_2_0_0_0c,,,1,,Hex+2HexNAc,1,2,0,0,"c  ",0,,,,
1_2_0_0_0d,,,1,,Hex+2HexNAc,1,2,0,0,"d  ",0,,,,
3_1_2_0_0b,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-4)]Gal(b1-4)[Fuc(a1-3)]Glc (LNDFH II)",3,1,2,0,"b  ",0,1,,1,
1_2_0_1_0a,,1,,,Hex+2HexNAc+Neu5Ac,1,2,0,1,"a  ",0,,,,
1_2_0_1_0b,,1,,,Hex+2HexNAc+Neu5Ac,1,2,0,1,"b  ",0,,,,
1_2_0_1_0c,,1,,,Hex+2HexNAc+Neu5Ac,1,2,0,1,"c  ",0,,,,
3_1_2_0_0d,1,,1,1,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc,3,1,2,0,"d  ",0,1,,1,
3_2_1_0_0h,1,,1,1,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,3,2,1,0,"h  ",0,1,,1,
3_2_2_0_0a,1,,1,1,GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-4)]Gal(b1-4)Glc,3,2,2,0,"a  ",0,1,,1,
3_2_2_0_0c,1,,1,1,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc,3,2,2,0,"c  ",0,1,,1,
4_2_0_0_0a,,,1,1,"Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (LNH)",4,2,0,0,"a  ",0,1,,1,
4_2_0_0_0i,,,1,1,"Gal(b1-3)GlcNAc(b1-6)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc (bovisose)",4,2,0,0,"i  ",0,1,,1,
4_2_0_1_0a,,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (S-LNH)",4,2,0,1,"a  ",0,1,,1,
2_0_0_1_0c,,1,,,2Hex+Neu5Ac,2,0,0,1,"c  ",0,,,,
4_2_0_1_0g,,1,,1,"Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (S-LNH II)",4,2,0,1,"g  ",0,1,,1,
2_0_0_1_0e,,1,,,2Hex+Neu5Ac,2,0,0,1,"e  ",0,,,,
4_2_0_2_0g,,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DS LNH I)",4,2,0,2,"g  ",0,1,,1,
4_2_0_2_0h,,1,,1,"Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc (DS LNH II)",4,2,0,2,"h  ",0,1,,1,
4_2_0_3_0a,,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc (TS-LNH)",4,2,0,3,"a  ",0,1,,1,
2_0_0_2_0b,,1,,,2Hex+2Neu5Ac,2,0,0,2,"b  ",0,,,,
2_0_0_2_0c,,1,,,2Hex+2Neu5Ac,2,0,0,2,"c  ",0,,,,
2_0_0_2_0d,,1,,,2Hex+2Neu5Ac,2,0,0,2,"d  ",0,,,,
1_1_0_0_1d,,1,,,Hex+HexNAc+Neu5Gc,1,1,0,0,"d  ",1,,,,1
2_0_1_0_0c,1,,1,,2Hex+Fuc,2,0,1,0,"c  ",0,,,,
2_0_1_1_0b,1,1,,,2Hex+Fuc+Neu5Ac,2,0,1,1,"b  ",0,,,,
2_0_2_0_0b,1,,1,,2Hex+2Fuc,2,0,2,0,"b  ",0,,,,
2_0_2_0_0c,1,,1,,2Hex+2Fuc,2,0,2,0,"c  ",0,,,,
2_0_2_0_0d,1,,1,,2Hex+2Fuc,2,0,2,0,"d  ",0,,,,
2_1_0_0_0k,,,1,,2Hex+HexNAc,2,1,0,0,"k  ",0,,,,
2_1_0_0_0l,,,1,,2Hex+HexNAc,2,1,0,0,"l  ",0,,,,
2_1_0_0_0m,,,1,,2Hex+HexNAc,2,1,0,0,"m  ",0,,,,
2_1_0_0_0n,,,1,,2Hex+HexNAc,2,1,0,0,"n  ",0,,,,
2_1_0_0_0o,,,1,,2Hex+HexNAc,2,1,0,0,"o  ",0,,,,
2_1_0_0_0p,,,1,,2Hex+HexNAc,2,1,0,0,"p  ",0,,,,
4_2_1_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (MFLNH I)",4,2,1,0,"a  ",0,1,,1,
4_2_1_0_0b,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc (MFLNH III)",4,2,1,0,"b  ",0,1,,1,
4_2_1_0_0c,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (MFLNH II)",4,2,1,0,"c  ",0,1,,1,
4_2_1_0_0l,1,,1,1,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,4,2,1,0,"l  ",0,1,,1,
4_2_1_1_0c,1,1,,1,"Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc (FS-LNH II)",4,2,1,1,"c  ",0,1,,1,
2_1_0_1_0f,,1,,,2Hex+HexNAc+Neu5Ac,2,1,0,1,"f  ",0,,,,
2_1_0_1_0g,,1,,,2Hex+HexNAc+Neu5Ac,2,1,0,1,"g  ",0,,,,
2_1_0_1_0h,,1,,,2Hex+HexNAc+Neu5Ac,2,1,0,1,"h  ",0,,,,
2_1_0_1_0i,,1,,,2Hex+HexNAc+Neu5Ac,2,1,0,1,"i  ",0,,,,
2_1_0_1_0j,,1,,,2Hex+HexNAc+Neu5Ac,2,1,0,1,"j  ",0,,,,
2_1_0_2_0a,,1,,,2Hex+HexNAc+2Neu5Ac,2,1,0,2,"a  ",0,,,,
4_2_1_1_0i,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (FS-LNH III)",4,2,1,1,"i  ",0,1,,1,
4_2_1_1_0j,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc (FS-para LNnH I)",4,2,1,1,"j  ",0,1,,1,
2_1_1_0_0c,1,,1,,2Hex+HexNAc+Fuc,2,1,1,0,"c  ",0,,,,
2_1_1_0_0e,1,,1,,2Hex+HexNAc+Fuc,2,1,1,0,"e  ",0,,,,
2_1_1_0_0f,1,,1,,2Hex+HexNAc+Fuc,2,1,1,0,"f  ",0,,,,
4_2_1_1_0k,1,1,,1,"Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc (FS-LNH I)",4,2,1,1,"k  ",0,1,,1,
4_2_1_1_0o,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FS-LNH)",4,2,1,1,"o  ",0,1,,1,
2_1_2_0_0b,1,,1,,2Hex+HexNAc+Fuc,2,1,2,0,"b  ",0,,,,
4_2_1_1_0p,1,1,,1,"Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (FS-LNH IV)",4,2,1,1,"p  ",0,1,,1,
2_2_0_0_0c,,,1,,2Hex+2HexNAc,2,2,0,0,"c  ",0,,,,
2_2_0_0_0d,,,1,,2Hex+2HexNAc,2,2,0,0,"d  ",0,,,,
2_2_0_0_0e,,,1,,2Hex+2HexNAc,2,2,0,0,"e  ",0,,,,
2_2_0_0_0f,,,1,,2Hex+2HexNAc,2,2,0,0,"f  ",0,,,,
2_2_0_1_0a,,1,,,2Hex+2HexNAc+Neu5Ac,2,2,0,1,"a  ",0,,,,
2_2_0_1_0b,,1,,,2Hex+2HexNAc+Neu5Ac,2,2,0,1,"b  ",0,,,,
2_2_0_1_0c,,1,,,2Hex+2HexNAc+Neu5Ac,2,2,0,1,"c  ",0,,,,
2_2_1_0_0a,1,,1,,2Hex+2HexNAc+Fuc,2,2,1,0,"a  ",0,,,,
2_2_1_0_0b,1,,1,,2Hex+2HexNAc+Fuc,2,2,1,0,"b  ",0,,,,
2_2_1_1_0a,1,1,,,2Hex+2HexNAc+Fuc+Neu5Ac,2,2,1,1,"a  ",0,,,,
2_3_1_1_0a,1,1,,,2Hex+3HexNAc+Fuc+Neu5Ac,2,3,1,1,"a  ",0,,,,
2_4_0_0_0a,,,1,,2Hex+4HexNAc,2,4,0,0,"a  ",0,,,,
4_2_1_2_0c,1,1,,1,"Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc (FDS-LNH I)",4,2,1,2,"c  ",0,1,,1,
4_2_1_2_0d,1,1,,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc (FDS-LNH II)",4,2,1,2,"d  ",0,1,,1,
4_2_1_2_0e,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(a1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (FDS-LNH III)",4,2,1,2,"e  ",0,1,,1,
4_2_2_0_0b,1,,1,1,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-3)GlcNAc(b1-6)[Fuc(a1-3)]]Gal(b1-4)Glc (DFLNH II)",4,2,2,0,"b  ",0,1,,1,
4_2_2_0_0e,1,,1,1,"Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (DFLNHc)",4,2,2,0,"e  ",0,1,,1,
3_0_0_0_0f,,,1,,3Hex,3,0,0,0,"f  ",0,,,,
3_0_0_0_0g,,,1,,3Hex,3,0,0,0,"g  ",0,,,,
3_0_0_0_0h,,,1,,3Hex,3,0,0,0,"h  ",0,,,,
3_0_0_0_0i,,,1,,3Hex,3,0,0,0,"i  ",0,,,,
3_0_0_0_0j,,,1,,3Hex,3,0,0,0,"j  ",0,,,,
3_0_0_0_0k,,,1,,3Hex,3,0,0,0,"k  ",0,,,,
3_0_0_0_0l,,,1,,3Hex,3,0,0,0,"l  ",0,,,,
4_2_2_0_0f,1,,1,1,"Fuc(a1-3)Gal(b1-4)GlcNAc(b1-6)Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc (DFLNHa or 2,3-DF-LNH)",4,2,2,0,"f  ",0,1,,1,
4_2_2_0_0j,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc (DFLNH I)",4,2,2,0,"j  ",0,1,,1,
4_2_2_1_0e,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuca1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNH I)",4,2,2,1,"e  ",0,1,,1,
4_2_2_1_0l,1,1,,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNH II)",4,2,2,1,"l  ",0,1,,1,
1_1_0_0_1e,,1,,,Hex+HexNAc+Neu5Gc,1,1,0,0,"e  ",1,,,,1
3_0_0_1_0g,,1,,,3Hex+Neu5Ac,3,0,0,1,"g  ",0,,,,
3_0_0_1_0h,,1,,,3Hex+Neu5Ac,3,0,0,1,"h  ",0,,,,
3_0_0_1_0i,,1,,,3Hex+Neu5Ac,3,0,0,1,"i  ",0,,,,
3_0_0_2_0b,,1,,,3Hex+2Neu5Ac,3,0,0,2,"b  ",0,,,,
3_0_0_2_0e,,1,,,3Hex+2Neu5Ac,3,0,0,2,"e  ",0,,,,
3_0_1_0_0e,1,,1,,3Hex+Fuc,3,0,1,0,"e  ",0,,,,
3_0_1_0_0f,1,,1,,3Hex+Fuc,3,0,1,0,"f  ",0,,,,
3_0_1_1_0a,1,,1,,3Hex+Fuc+Neu5Ac,3,0,1,1,"a  ",0,,,,
3_0_2_0_0c,1,,1,,3Hex+2Fuc,3,0,2,0,"c  ",0,,,,
3_0_2_0_0d,1,,1,,3Hex+2Fuc,3,0,2,0,"d  ",0,,,,
3_0_2_1_0a,1,1,,,3Hex+2Fuc+Neu5Ac,3,0,2,1,"a  ",0,,,,
4_2_2_1_0m,1,1,,1,"Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNH III)",4,2,2,1,"m  ",0,1,,1,
4_2_2_1_0n,1,1,,1,"Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNH IV)",4,2,2,1,"n  ",0,1,,1,
4_2_3_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc (TFLNH I)",4,2,3,0,"a  ",0,1,,1,
4_2_3_0_0c,1,,1,1,"Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (TFLNH II)",4,2,3,0,"c  ",0,1,,1,
5_2_0_0_0f,,,1,1,"Glc(a1-3)Gal(b1-3)GlcNAc(b1-6)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc (vakose)",5,2,0,0,"f  ",0,1,,1,
3_1_0_0_0f,,,1,,3Hex+HexNAc,3,1,0,0,"f  ",0,,,,
3_1_0_0_0g,,,1,,3Hex+HexNAc,3,1,0,0,"g  ",0,,,,
3_1_0_0_0h,,,1,,3Hex+HexNAc,3,1,0,0,"h  ",0,,,,
3_1_0_0_0i,,,1,,3Hex+HexNAc,3,1,0,0,"i  ",0,,,,
3_1_0_0_0j,,,1,,3Hex+HexNAc,3,1,0,0,"j  ",0,,,,
5_3_0_0_0c,,,1,1,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (LNO)",5,3,0,0,"c  ",0,1,,1,
5_3_0_0_0h,,,1,1,Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc,5,3,0,0,"h  ",0,1,,1,
3_1_0_0_0m,,,1,,3Hex+HexNAc,3,1,0,0,"m  ",0,,,,
3_1_0_0_0n,,,1,,3Hex+HexNAc,3,1,0,0,"n  ",0,,,,
3_1_0_0_0o,,,1,,3Hex+HexNAc,3,1,0,0,"o  ",0,,,,
3_1_0_0_0p,,,1,,3Hex+HexNAc,3,1,0,0,"p  ",0,,,,
3_1_0_0_0q,,,1,,3Hex+HexNAc,3,1,0,0,"q  ",0,,,,
3_1_0_0_0r,,,1,,3Hex+HexNAc,3,1,0,0,"r  ",0,,,,
3_1_0_0_0s,,,1,,3Hex+HexNAc,3,1,0,0,"s  ",0,,,,
3_1_0_0_0t,,,1,,3Hex+HexNAc,3,1,0,0,"t  ",0,,,,
3_1_0_0_0u,,,1,,3Hex+HexNAc,3,1,0,0,"u  ",0,,,,
3_1_0_0_0v,,,1,,3Hex+HexNAc,3,1,0,0,"v  ",0,,,,
3_1_0_0_0w,,,1,,3Hex+HexNAc,3,1,0,0,"w  ",0,,,,
3_1_0_0_0x,,,1,,3Hex+HexNAc,3,1,0,0,"x  ",0,,,,
5_3_0_1_0a,,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (S-LNO)",5,3,0,1,"a  ",0,1,,1,
5_3_1_0_0b,1,,1,1,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FLNO III)",5,3,1,0,"b  ",0,1,,1,
5_3_1_0_0c,1,,1,1,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (FLNO II)",5,3,1,0,"c  ",0,1,,1,
5_3_1_0_0d,1,,1,1,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FLNO I)",5,3,1,0,"d  ",0,1,,1,
5_3_1_0_0f,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc (FLNnO II)",5,3,1,0,"f  ",0,1,,1,
