isomer_ID,Fucosylated,Acidic,Neutral,Basic Core Type,isomer_name,Hex,HexNAc,Fuc,Neu5Ac,isomer_suffix,Neu5Gc,CoreType_1,CoreType_2,has_linkage,has_Neu5Gc
5_3_1_0_0g,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[uc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (F-iso-LNO)",5,3,1,0,"g  ",0,1,,1,
5_3_1_1_0a,1,1,,1,"Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc (FS-LNO I)",5,3,1,1,"a  ",0,1,,1,
3_1_0_1_0f,,1,,,3Hex+HexNAc+Neu5Ac,3,1,0,1,"f  ",0,,,,
3_1_0_1_0g,,1,,,3Hex+HexNAc+Neu5Ac,3,1,0,1,"g  ",0,,,,
3_1_0_1_0h,,1,,,3Hex+HexNAc+Neu5Ac,3,1,0,1,"h  ",0,,,,
3_1_0_1_0i,,1,,,3Hex+HexNAc+Neu5Ac,3,1,0,1,"i  ",0,,,,
3_1_0_1_0j,,1,,,3Hex+HexNAc+Neu5Ac,3,1,0,1,"j  ",0,,,,
3_1_0_1_0k,,1,,,3Hex+HexNAc+Neu5Ac,3,1,0,1,"k  ",0,,,,
5_3_1_1_0b,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FS-LNO II)",5,3,1,1,"b  ",0,1,,1,
5_3_1_1_0c,1,1,,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5aC(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (FS-iso LNO)",5,3,1,1,"c  ",0,1,,1,
3_1_0_2_0b,,1,,,3Hex+HexNAc+2Neu5Ac,3,1,0,2,"b  ",0,,,,
5_3_1_1_0d,1,1,,1,Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNac(b1-3)Gal(b1-4)Glc,5,3,1,1,"d  ",0,1,,1,
5_3_2_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFLNnO III)",5,3,2,0,"a  ",0,1,,1,
5_3_2_0_0b,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO VII)",5,3,2,0,"b  ",0,1,,1,
5_3_2_0_0d,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFLNO I)",5,3,2,0,"d  ",0,1,,1,
5_3_2_0_0m,1,,1,1,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DF-LNO II)",5,3,2,0,"m  ",0,1,,1,
5_3_2_0_0o,1,,1,1,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO I)",5,3,2,0,"o  ",0,1,,1,
3_1_1_0_0h,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"h  ",0,,,,
3_1_1_0_0i,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"i  ",0,,,,
3_1_1_0_0j,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"j  ",0,,,,
3_1_1_0_0k,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"k  ",0,,,,
5_3_2_0_0p,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNac(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO II)",5,3,2,0,"p  ",0,1,,1,
5_3_2_0_0r,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFLNO III)",5,3,2,0,"r  ",0,1,,1,
3_1_1_0_0n,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"n  ",0,,,,
3_1_1_0_0o,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"o  ",0,,,,
3_1_1_0_0p,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"p  ",0,,,,
3_1_1_0_0q,1,,1,,3Hex+HexNAc+Fuc,3,1,1,0,"q  ",0,,,,
5_3_2_0_0s,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO III)",5,3,2,0,"s  ",0,1,,1,
1_1_0_0_1f,,1,,,Hex+HexNAc+Neu5Gc,1,1,0,0,"f  ",1,,,,1
3_1_1_1_0f,1,1,,,3Hex+HexNAc+Fuc+Neu5Ac,3,1,1,1,"f  ",0,,,,
3_1_1_1_0j,1,1,,,3Hex+HexNAc+Fuc+Neu5Ac,3,1,1,1,"j  ",0,,,,
3_1_1_1_0k,1,1,,,3Hex+HexNAc+Fuc+Neu5Ac,3,1,1,1,"k  ",0,,,,
5_3_2_0_0t,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO IV)",5,3,2,0,"t  ",0,1,,1,
5_3_2_0_0u,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO V)",5,3,2,0,"u  ",0,1,,1,
3_1_2_0_0h,1,,1,,3Hex+HexNAc+2Fuc,3,1,2,0,"h  ",0,,,,
3_1_2_0_0i,1,,1,,3Hex+HexNAc+2Fuc,3,1,2,0,"i  ",0,,,,
5_3_2_0_0v,1,,1,1,"Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNaC(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DF-iso LNO VI)",5,3,2,0,"v  ",0,1,,1,
3_1_3_0_0c,1,,1,,3Hex+HexNAc+3Fuc,3,1,3,0,"c  ",0,,,,
5_3_2_1_0a,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNO III)",5,3,2,1,"a  ",0,1,,1,
5_3_2_1_0b,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNO II)",5,3,2,1,"b  ",0,1,,1,
3_2_0_0_0f,,,1,,3Hex+2HexNAc,3,2,0,0,"f  ",0,,,,
3_2_0_0_0g,,,1,,3Hex+2HexNAc,3,2,0,0,"g  ",0,,,,
3_2_0_0_0h,,,1,,3Hex+2HexNAc,3,2,0,0,"h  ",0,,,,
3_2_0_0_0i,,,1,,3Hex+2HexNAc,3,2,0,0,"i  ",0,,,,
3_2_0_0_0j,,,1,,3Hex+2HexNAc,3,2,0,0,"j  ",0,,,,
3_2_0_0_0k,,,1,,3Hex+2HexNAc,3,2,0,0,"k  ",0,,,,
5_3_2_1_0d,1,1,,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-LNO I)",5,3,2,1,"d  ",0,1,,1,
5_3_2_1_0e,1,1,,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-iso LNO I)",5,3,2,1,"e  ",0,1,,1,
3_2_0_1_0b,,1,,,3Hex+2HexNAc+Neu5Ac,3,2,0,1,"b  ",0,,,,
3_2_0_1_0c,,1,,,3Hex+2HexNAc+Neu5Ac,3,2,0,1,"c  ",0,,,,
5_3_2_1_0f,1,1,,1,"Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFS-iso LNO II)",5,3,2,1,"f  ",0,1,,1,
5_3_3_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TF-iso LNO I)",5,3,3,0,"a  ",0,1,,1,
5_3_3_0_0b,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (Tetra-iso-LNO)",5,3,3,0,"b  ",0,1,,1,
3_2_1_0_0e,1,,1,,3Hex+2HexNAc+Fuc,3,2,1,0,"e  ",0,,,,
3_2_1_0_0f,1,,1,,3Hex+2HexNAc+Fuc,3,2,1,0,"f  ",0,,,,
3_2_1_0_0g,1,,1,,3Hex+2HexNAc+Fuc,3,2,1,0,"g  ",0,,,,
5_3_3_0_0c,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TFLNO I)",5,3,3,0,"c  ",0,1,,1,
5_3_3_0_0g,1,,1,1,"Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNaC(b1-3)]Gal(b1-4)Glc (TFLNO II)",5,3,3,0,"g  ",0,1,,1,
3_2_2_0_0b,1,,1,,3Hex+2HexNAc+2Fuc,3,2,2,0,"b  ",0,,,,
5_3_3_0_0h,1,,1,1,"Gal(b1-3)[Fuc(a1-4)]GlcNAC(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TF-iso LNO II)",5,3,3,0,"h  ",0,1,,1,
5_3_3_0_0i,1,,1,1,"Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TF-iso LNO III)",5,3,3,0,"i  ",0,1,,1,
5_3_3_0_0j,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TF-iso LNO IV)",5,3,3,0,"j  ",0,1,,1,
3_3_0_0_0c,,,1,,3Hex+3HexNAc,3,3,0,0,"c  ",0,,,,
3_3_0_0_0d,,,1,,3Hex+3HexNAc,3,3,0,0,"d  ",0,,,,
3_3_0_1_0a,,1,,,3Hex+3HexNAc+Neu5Ac,3,3,0,1,"a  ",0,,,,
5_3_3_1_0a,1,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TFS-LNO)",5,3,3,1,"a  ",0,1,,1,
3_3_1_0_0b,1,,1,,3Hex+3HexNAc+Fuc,3,3,1,0,"b  ",0,,,,
3_3_2_0_0a,1,,1,,3Hex+3HexNAc+2Fuc,3,3,2,0,"a  ",0,,,,
3_4_1_0_0a,1,,1,,3Hex+4HexNAc+Fuc,3,4,1,0,"a  ",0,,,,
3_5_0_0_0a,,,1,,3Hex+5HexNAc,3,5,0,0,"a  ",0,,,,
3_6_0_0_0a,,,1,,3Hex+6HexNAc,3,6,0,0,"a  ",0,,,,
3_6_1_0_0a,1,,1,,3Hex+6HexNAc+Fuc,3,6,1,0,"a  ",0,,,,
5_3_3_1_0b,1,1,,1,"Fuc(a1-32)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TFS-iso LNO)",5,3,3,1,"b  ",0,1,,1,
5_3_4_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (TetraF-iso LNO)",5,3,4,0,"a  ",0,1,,1,
4_0_0_0_0c,,,1,,4Hex,4,0,0,0,"c  ",0,,,,
4_0_0_0_0d,,,1,,4Hex,4,0,0,0,"d  ",0,,,,
4_0_0_0_0e,,,1,,4Hex,4,0,0,0,"e  ",0,,,,
4_0_0_0_0f,,,1,,4Hex,4,0,0,0,"f  ",0,,,,
5_3_5_0_0a,1,,1,1,"Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (PentaF-iso LNO)",5,3,5,0,"a  ",0,1,,1,
4_0_0_0_0h,,,1,,4Hex,4,0,0,0,"h  ",0,,,,
4_0_0_0_0i,,,1,,4Hex,4,0,0,0,"i  ",0,,,,
4_0_0_0_0j,,,1,,4Hex,4,0,0,0,"j  ",0,,,,
4_0_0_0_0k,,,1,,4Hex,4,0,0,0,"k  ",0,,,,
4_0_0_0_0l,,,1,,4Hex,4,0,0,0,"l  ",0,,,,
4_0_0_1_0b,,1,,,4Hex+Neu5Ac,4,0,0,1,"b  ",0,,,,
4_0_0_2_0a,,1,,,4Hex+2Neu5Ac,4,0,0,2,"a  ",0,,,,
4_0_1_0_0a,1,,1,,4Hex+Fuc,4,0,1,0,"a  ",0,,,,
4_0_2_0_0a,1,,1,,4Hex+2Fuc,4,0,2,0,"a  ",0,,,,
4_1_0_0_0g,,,1,,4Hex+HexNAc,4,1,0,0,"g  ",0,,,,
4_1_0_0_0h,,,1,,4Hex+HexNAc,4,1,0,0,"h  ",0,,,,
4_1_0_0_0i,,,1,,4Hex+HexNAc,4,1,0,0,"i  ",0,,,,
4_1_0_0_0k,,,1,,4Hex+HexNAc,4,1,0,0,"k  ",0,,,,
4_1_0_0_0l,,,1,,4Hex+HexNAc,4,1,0,0,"l  ",0,,,,
4_1_0_0_0m,,,1,,4Hex+HexNAc,4,1,0,0,"m  ",0,,,,
5_3_1_0_0m,1,,1,,5Hex+3HexNAc+1Fuc,5,3,1,0,"m  ",0,,,,
6_2_0_1_0a,,1,,1,Neu5Ac-Gal(b1-4)GlcNAc(b1-6)+Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,6,2,0,1,"a  ",0,1,,1,
4_1_0_1_0g,,1,,,4Hex+HexNAc+Neu5Ac,4,1,0,1,"g  ",0,,,,
4_1_0_1_0h,,1,,,4Hex+HexNAc+Neu5Ac,4,1,0,1,"h  ",0,,,,
4_1_0_1_0i,,1,,,4Hex+HexNAc+Neu5Ac,4,1,0,1,"i  ",0,,,,
6_4_0_0_0b,,,1,1,"Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (LND)",6,4,0,0,"b  ",0,1,,1,
6_4_0_0_0c,,,1,1,"Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (LNnD)",6,4,0,0,"c  ",0,1,,1,
4_1_0_2_0b,,1,,,4Hex+HexNAc+2Neu5Ac,4,1,0,2,"b  ",0,,,,
6_4_0_1_0a,,1,,1,"Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (SLNnD)",6,4,0,1,"a  ",0,1,,1,
6_4_1_0_0d,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FLND I)",6,4,1,0,"d  ",0,1,,1,
6_4_1_0_0e,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FLNnD I)",6,4,1,0,"e  ",0,1,,1,
6_4_1_0_0g,1,,1,1,"Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (FLNnD II)",6,4,1,0,"g  ",0,1,,1,
6_4_1_0_0h,1,,1,1,"Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (FLND II)",6,4,1,0,"h  ",0,1,,1,
4_1_1_0_0f,1,,1,,Gal-[Fuc-]HexNAc-Gal-Gal-Glc,4,1,1,0,"f  ",0,,,,
4_1_1_0_0g,1,,1,,4Hex+HexNAc+Fuc,4,1,1,0,"g  ",0,,,,
6_4_2_0_0e,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFLND I)",6,4,2,0,"e  ",0,1,,1,
4_1_1_0_0i,1,,1,,4Hex+HexNAc+Fuc,4,1,1,0,"i  ",0,,,,
4_1_1_0_0j,1,,1,,4Hex+HexNAc+Fuc,4,1,1,0,"j  ",0,,,,
4_1_1_0_0k,1,,1,,4Hex+HexNAc+Fuc,4,1,1,0,"k  ",0,,,,
6_4_2_0_0f,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFLNnD)",6,4,2,0,"f  ",0,1,,1,
6_4_2_0_0g,1,,1,1,"Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFLND II)",6,4,2,0,"g  ",0,1,,1,
4_1_1_1_0c,1,1,,,4Hex+HexNAc+Fuc+Neu5Ac,4,1,1,1,"c  ",0,,,,
4_1_1_1_0d,1,1,,,4Hex+HexNAc+Fuc+Neu5Ac,4,1,1,1,"d  ",0,,,,
6_4_2_0_0h,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc (DFLND III)",6,4,2,0,"h  ",0,1,,1,
6_4_2_0_0i,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFLND IV)",6,4,2,0,"i  ",0,1,,1,
4_1_2_0_0c,1,,1,,4Hex+HexNAc+2Fuc,4,1,2,0,"c  ",0,,,,
4_1_2_0_0d,1,,1,,4Hex+HexNAc+2Fuc,4,1,2,0,"d  ",0,,,,
4_1_3_0_0a,1,,1,,4Hex+HexNAc+3Fuc,4,1,3,0,"a  ",0,,,,
4_1_3_0_0b,1,,1,,4Hex+HexNAc+3Fuc,4,1,3,0,"b  ",0,,,,
6_4_2_0_0j,1,,1,1,"Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc (DFLND V)",6,4,2,0,"j  ",0,1,,1,
